Datetime,Open,High,Low,Close,Volume
2022-03-07 09:30:00-05:00,431.5799865722656,431.8399963378906,426.0299987792969,426.05999755859375,23962905
2022-03-07 10:30:00-05:00,426.0799865722656,427.2200012207031,425.0499877929688,426.3800048828125,13784343
2022-03-07 11:30:00-05:00,426.3599853515625,426.5,422.2000122070313,423.010009765625,14710330
2022-03-07 12:30:00-05:00,423.010009765625,424.4500122070313,422.0400085449219,422.9200134277344,15336169
2022-03-07 13:30:00-05:00,422.9100036621094,424.0499877929688,422.2000122070313,422.7900085449219,11385263
2022-03-07 14:30:00-05:00,422.7900085449219,423.0199890136719,420.3599853515625,421.5700073242188,16845827
2022-03-07 15:30:00-05:00,421.5700073242188,421.5899963378906,419.3599853515625,419.4599914550781,25825757
2022-03-08 09:30:00-05:00,419.6199951171875,421.1900024414063,415.760009765625,416.3699951171875,29556678
2022-03-08 10:30:00-05:00,416.3599853515625,419.7699890136719,415.3900146484375,416.7000122070313,18030314
2022-03-08 11:30:00-05:00,416.6799926757813,424.5899963378906,415.1199951171875,423.8299865722656,21666448
2022-03-08 12:30:00-05:00,423.7900085449219,427.2099914550781,423.0,423.760009765625,19292805
2022-03-08 13:30:00-05:00,423.760009765625,423.7999877929688,417.80999755859375,420.8299865722656,23608119
2022-03-08 14:30:00-05:00,420.8299865722656,423.5299987792969,418.9400024414063,419.0700073242188,16482776
2022-03-08 15:30:00-05:00,418.5450134277344,419.3489990234375,416.2699890136719,416.2999877929688,22138335
2022-03-09 09:30:00-05:00,424.75,426.3699951171875,422.8200073242188,425.75,28039159
2022-03-09 10:30:00-05:00,425.760009765625,426.6000061035156,424.7300109863281,425.3900146484375,13413558
2022-03-09 11:30:00-05:00,425.3999938964844,428.0,425.3900146484375,427.5199890136719,13697606
2022-03-09 12:30:00-05:00,427.8800048828125,428.75,427.2449951171875,428.2882080078125,8007572
2022-03-09 13:30:00-05:00,428.30999755859375,428.3500061035156,426.2900085449219,427.2300109863281,7535693
2022-03-09 14:30:00-05:00,427.2300109863281,429.0799865722656,427.0700073242188,428.760009765625,10221487
2022-03-09 15:30:00-05:00,428.7699890136719,429.510009765625,426.6300048828125,427.3999938964844,21351029
2022-03-10 09:30:00-05:00,422.5199890136719,425.2900085449219,422.0492858886719,423.1700134277344,25589209
2022-03-10 10:30:00-05:00,423.1799926757813,423.639892578125,420.5,420.7762145996094,11498038
2022-03-10 11:30:00-05:00,420.7699890136719,423.1900024414063,420.4400024414063,422.8699951171875,9861187
2022-03-10 12:30:00-05:00,422.8599853515625,422.9049987792969,421.1000061035156,422.3900146484375,7054312
2022-03-10 13:30:00-05:00,422.3900146484375,425.30999755859375,422.1000061035156,424.7900085449219,10004335
2022-03-10 14:30:00-05:00,424.80999755859375,426.0899963378906,424.0799865722656,424.9049987792969,10902800
2022-03-10 15:30:00-05:00,424.8999938964844,426.4299926757813,424.1610107421875,425.4800109863281,12640544
2022-03-11 09:30:00-05:00,428.1199951171875,428.7699890136719,424.8500061035156,425.6600036621094,20500520
2022-03-11 10:30:00-05:00,425.6600036621094,427.08990478515625,424.9400024414063,425.2300109863281,10783862
2022-03-11 11:30:00-05:00,425.2300109863281,425.2699890136719,423.3800048828125,423.4700012207031,9601765
2022-03-11 12:30:00-05:00,423.4500122070313,425.2000122070313,423.0,425.010009765625,7477581
2022-03-11 13:30:00-05:00,424.9700012207031,425.5199890136719,423.3599853515625,424.6700134277344,7317170
2022-03-11 14:30:00-05:00,424.6749877929688,424.7999877929688,421.9500122070313,421.9500122070313,10442697
2022-03-11 15:30:00-05:00,421.9500122070313,421.9500122070313,419.5299987792969,420.0799865722656,17957482
2022-03-14 09:30:00-04:00,420.8900146484375,423.4800109863281,419.1099853515625,422.7900085449219,20055918
2022-03-14 10:30:00-04:00,422.7900085449219,424.5499877929688,422.05999755859375,422.2699890136719,11182493
2022-03-14 11:30:00-04:00,422.2799987792969,422.4599914550781,418.8399963378906,419.80999755859375,10523034
2022-03-14 12:30:00-04:00,419.8049926757813,420.1700134277344,417.2999877929688,417.4200134277344,10709894
2022-03-14 13:30:00-04:00,417.6099853515625,417.6300048828125,415.7900085449219,415.8999938964844,10163349
2022-03-14 14:30:00-04:00,415.9100036621094,418.2000122070313,415.80999755859375,417.1700134277344,11573772
2022-03-14 15:30:00-04:00,417.1900024414063,417.7099914550781,416.010009765625,417.0499877929688,15118023
2022-03-15 09:30:00-04:00,420.2999877929688,421.7999877929688,418.4200134277344,421.7401123046875,21126896
2022-03-15 10:30:00-04:00,421.7200012207031,423.2099914550781,421.4700012207031,423.1700134277344,10439898
2022-03-15 11:30:00-04:00,423.1600036621094,424.2999877929688,421.55999755859375,424.0799865722656,13034285
2022-03-15 12:30:00-04:00,424.0700073242188,424.4100036621094,422.0950012207031,422.1099853515625,7529386
2022-03-15 13:30:00-04:00,422.1000061035156,423.4700012207031,421.3699951171875,422.0799865722656,9120714
2022-03-15 14:30:00-04:00,422.0799865722656,426.0499877929688,421.6499938964844,425.7720031738281,13657766
2022-03-15 15:30:00-04:00,425.7720031738281,426.8399963378906,425.3399963378906,426.1600036621094,20807993
2022-03-16 09:30:00-04:00,429.8900146484375,434.5499877929688,429.7999877929688,433.4500122070313,26637520
2022-03-16 10:30:00-04:00,433.4500122070313,434.2850036621094,432.1300048828125,432.8599853515625,14092037
2022-03-16 11:30:00-04:00,432.8699951171875,433.5799865722656,432.2300109863281,433.0,7099486
2022-03-16 12:30:00-04:00,432.9700927734375,433.1199951171875,430.0199890136719,430.6300048828125,9147097
2022-03-16 13:30:00-04:00,430.6400146484375,431.5899963378906,426.2900085449219,426.3999938964844,20727555
2022-03-16 14:30:00-04:00,426.3900146484375,433.2900085449219,424.7999877929688,432.9949951171875,29246128
2022-03-16 15:30:00-04:00,432.5899963378906,435.6799926757813,431.8699951171875,435.6099853515625,22378808
2022-03-17 09:30:00-04:00,433.5650024414063,436.9700012207031,433.1900024414063,436.3800048828125,19466464
2022-03-17 10:30:00-04:00,436.3800048828125,436.5299987792969,433.9800109863281,435.5199890136719,11284761
2022-03-17 11:30:00-04:00,435.5299987792969,437.6600036621094,435.1300048828125,437.5400085449219,7827085
2022-03-17 12:30:00-04:00,437.5299987792969,438.739990234375,436.9800109863281,438.6900024414063,8360398
2022-03-17 13:30:00-04:00,438.6900024414063,439.8599853515625,438.260009765625,438.2999877929688,11970984
2022-03-17 14:30:00-04:00,438.30999755859375,439.7799987792969,438.0799865722656,439.114990234375,10179318
2022-03-17 15:30:00-04:00,439.114990234375,441.05999755859375,438.8800964355469,441.010009765625,17124270
2022-03-18 09:30:00-04:00,438.0,440.8900146484375,437.2200012207031,439.739990234375,23064408
2022-03-18 10:30:00-04:00,439.739990234375,440.5899963378906,438.4299926757813,439.6900024414063,11298911
2022-03-18 11:30:00-04:00,439.6900024414063,441.010009765625,439.1499938964844,440.989990234375,9908542
2022-03-18 12:30:00-04:00,440.9800109863281,442.2999877929688,440.8299865722656,442.2799987792969,7520274
2022-03-18 13:30:00-04:00,442.2799987792969,442.5199890136719,441.4800109863281,442.18499755859375,7767719
2022-03-18 14:30:00-04:00,442.1749877929688,444.2301025390625,441.75,444.0299987792969,9748467
2022-03-18 15:30:00-04:00,444.0400085449219,444.8599853515625,443.6700134277344,444.4700012207031,19150758
2022-03-21 09:30:00-04:00,444.75,446.4599914550781,442.7300109863281,442.989990234375,18085854
2022-03-21 10:30:00-04:00,442.989990234375,445.7300109863281,442.760009765625,445.4849853515625,11500336
2022-03-21 11:30:00-04:00,445.4949951171875,445.8999938964844,444.6799926757813,445.5,7740388
2022-03-21 12:30:00-04:00,445.5,445.55999755859375,440.6799926757813,441.3031005859375,14324003
2022-03-21 13:30:00-04:00,441.3200073242188,443.6470947265625,441.1900024414063,443.510009765625,8485935
2022-03-21 14:30:00-04:00,443.510009765625,444.010009765625,441.6900024414063,443.4999084472656,8526250
2022-03-21 15:30:00-04:00,443.510009765625,444.4849853515625,442.0899963378906,444.4299926757813,12947443
2022-03-22 09:30:00-04:00,446.1799926757813,448.760009765625,445.9599914550781,448.5700073242188,14253400
2022-03-22 10:30:00-04:00,448.56298828125,449.7000122070313,448.2200012207031,449.3999938964844,10220885
2022-03-22 11:30:00-04:00,449.3900146484375,449.4200134277344,447.9200134277344,448.1099853515625,8120978
2022-03-22 12:30:00-04:00,448.1300048828125,449.5499877929688,447.7900085449219,449.0155029296875,7524093
2022-03-22 13:30:00-04:00,449.0299987792969,449.6000061035156,448.1199951171875,448.5849914550781,6653655
2022-03-22 14:30:00-04:00,448.5799865722656,449.8599853515625,448.1400146484375,449.0299987792969,7663334
2022-03-22 15:30:00-04:00,449.0400085449219,450.5799865722656,448.875,449.5799865722656,13838303
2022-03-23 09:30:00-04:00,446.9100036621094,447.8900146484375,445.6400146484375,447.5255126953125,14710022
2022-03-23 10:30:00-04:00,447.5255126953125,448.1799926757813,446.6000061035156,448.0299987792969,6625618
2022-03-23 11:30:00-04:00,448.0299987792969,448.489990234375,446.3800048828125,447.3299865722656,6017557
2022-03-23 12:30:00-04:00,447.3299865722656,447.6600036621094,444.9200134277344,445.0700073242188,7736946
2022-03-23 13:30:00-04:00,445.05999755859375,445.9400024414063,444.7099914550781,445.9100036621094,7459601
2022-03-23 14:30:00-04:00,445.8900146484375,446.2999877929688,444.91009521484375,445.7200012207031,8674030
2022-03-23 15:30:00-04:00,445.7099914550781,445.8900146484375,443.7900085449219,443.8200073242188,14464576
2022-03-24 09:30:00-04:00,445.9400024414063,446.9700012207031,444.760009765625,445.4299926757813,13048357
2022-03-24 10:30:00-04:00,445.4500122070313,448.2999877929688,445.2300109863281,448.2199096679688,7986925
2022-03-24 11:30:00-04:00,448.25,448.9400024414063,447.010009765625,447.2300109863281,6205066
2022-03-24 12:30:00-04:00,447.2200012207031,448.4100036621094,446.8049926757813,448.1799011230469,5238170
2022-03-24 13:30:00-04:00,448.1600036621094,448.8500061035156,447.80999755859375,448.1098937988281,4291248
2022-03-24 14:30:00-04:00,448.1130065917969,449.8200073242188,447.4200134277344,449.5950012207031,9430818
2022-03-24 15:30:00-04:00,449.6000061035156,450.4599914550781,448.8299865722656,450.4200134277344,11284605
2022-03-25 09:30:00-04:00,451.1600036621094,452.489990234375,450.2999877929688,451.8399963378906,11103818
2022-03-25 10:30:00-04:00,451.8500061035156,452.9800109863281,448.4299926757813,449.0700073242188,11989615
2022-03-25 11:30:00-04:00,449.0799865722656,450.4200134277344,448.6834106445313,450.260009765625,8764614
2022-03-25 12:30:00-04:00,450.260009765625,450.7799987792969,449.260009765625,449.9599914550781,6493040
2022-03-25 13:30:00-04:00,449.9649963378906,451.8800048828125,449.9649963378906,451.7200012207031,6437441
2022-03-25 14:30:00-04:00,451.7099914550781,452.1950073242188,450.010009765625,450.0700073242188,10362377
2022-03-25 15:30:00-04:00,450.05999755859375,452.7900085449219,449.7099914550781,452.6600036621094,12510280
2022-03-28 09:30:00-04:00,452.05999755859375,453.6489868164063,451.6700134277344,452.8800048828125,12185535
2022-03-28 10:30:00-04:00,452.8900146484375,453.3999938964844,451.8399963378906,452.3999938964844,7820942
2022-03-28 11:30:00-04:00,452.4100036621094,452.4400024414063,450.05999755859375,450.6199951171875,8387320
2022-03-28 12:30:00-04:00,450.6199951171875,452.5400085449219,450.5199890136719,452.3410949707031,6065820
2022-03-28 13:30:00-04:00,452.3299865722656,452.9800109863281,452.13079833984375,452.8900146484375,3649732
2022-03-28 14:30:00-04:00,452.8900146484375,454.5877075195313,452.739990234375,454.489990234375,8746165
