Datetime,Change_1D_%,Volume_1D,Change_2D_%,Volume_2D,Change_3D_%,Volume_3D,Change_5D_%,Volume_5D,NextDay_Hour1_Return_%,NextDay_Hour1_Open_Positive,NextDay_Hour2_Return_%,NextDay_Hour2_Open_Positive,NextDay_Hour3_Return_%,NextDay_Hour3_Open_Positive
2022-10-21 00:00:00+00:00,2.42,114404128.0,1.55,195013861.0,0.85,266033639.0,4.64,439190983.0,-0.29,0.0,0.28,1.0,0.64,1.0
2022-10-24 00:00:00+00:00,1.22,73822282.0,3.68,188226410.0,2.79,268836143.0,3.28,429258671.0,1.05,1.0,1.18,1.0,1.29,1.0
2022-10-25 00:00:00+00:00,1.59,70212495.0,2.83,144034777.0,5.33,258438905.0,3.7,410068416.0,0.77,1.0,1.37,1.0,1.2,1.0
2022-10-26 00:00:00+00:00,-0.73,93693035.0,0.85,163905530.0,2.08,237727812.0,3.67,432741673.0,0.39,1.0,-0.17,0.0,-0.75,0.0
2022-10-27 00:00:00+00:00,-0.55,71238961.0,-1.28,164931996.0,0.3,235144491.0,3.98,423370901.0,1.05,1.0,1.38,1.0,1.84,1.0
2022-10-28 00:00:00+00:00,2.37,85620617.0,1.81,156859578.0,1.07,250552613.0,3.93,394587390.0,-0.17,0.0,0.22,1.0,0.12,1.0
2022-10-31 00:00:00+00:00,-0.71,81095862.0,1.64,166716479.0,1.08,237955440.0,1.95,401860970.0,-0.97,0.0,-1.45,0.0,-1.45,0.0
2022-11-01 00:00:00+00:00,-0.44,75483213.0,-1.15,156579075.0,1.2,242199692.0,-0.09,407131688.0,-0.42,0.0,-0.33,0.0,-0.56,0.0
2022-11-02 00:00:00+00:00,-2.52,114983453.0,-2.94,190466666.0,-3.64,271562528.0,-1.89,428422106.0,0.31,1.0,0.07,1.0,0.44,1.0
2022-11-03 00:00:00+00:00,-1.02,76589566.0,-3.52,191573019.0,-3.94,267056232.0,-2.36,433772711.0,0.25,1.0,-0.73,0.0,-1.14,0.0
2022-11-04 00:00:00+00:00,1.44,87099061.0,0.4,163688627.0,-2.13,278672080.0,-3.25,435251155.0,-0.23,0.0,0.02,1.0,-0.15,0.0
2022-11-07 00:00:00+00:00,0.96,57713485.0,2.41,144812546.0,1.36,221402112.0,-1.62,411868778.0,0.34,1.0,0.87,1.0,0.96,1.0
2022-11-08 00:00:00+00:00,0.53,75531987.0,1.5,133245472.0,2.96,220344533.0,-0.66,411917552.0,-0.09,0.0,-0.21,0.0,-0.43,0.0
2022-11-09 00:00:00+00:00,-2.05,68619591.0,-1.53,144151578.0,-0.58,201865063.0,-0.19,365553690.0,0.35,1.0,0.62,1.0,0.58,1.0
2022-11-10 00:00:00+00:00,5.48,121275977.0,3.32,189895568.0,3.87,265427555.0,6.37,410240101.0,0.4,1.0,-0.25,0.0,0.15,1.0
2022-11-11 00:00:00+00:00,0.98,80586888.0,6.51,201862865.0,4.33,270482456.0,5.89,403727928.0,0.31,1.0,0.04,1.0,0.44,1.0
2022-11-14 00:00:00+00:00,-0.84,62963998.0,0.13,143550886.0,5.62,264826863.0,4.0,408978441.0,0.1,1.0,-0.24,0.0,-0.29,0.0
2022-11-15 00:00:00+00:00,0.85,83330637.0,0.01,146294635.0,0.98,226881523.0,4.33,416777091.0,-0.12,0.0,-0.09,0.0,-0.12,0.0
2022-11-16 00:00:00+00:00,-0.76,58123900.0,0.09,141454537.0,-0.75,204418535.0,5.71,406281400.0,0.39,1.0,0.2,1.0,0.65,1.0
2022-11-17 00:00:00+00:00,-0.31,63582866.0,-1.07,121706766.0,-0.23,205037403.0,-0.1,348588289.0,-0.5,0.0,-0.47,0.0,-0.87,0.0
2022-11-18 00:00:00+00:00,0.46,74728531.0,0.14,138311397.0,-0.61,196435297.0,-0.61,342729932.0,-0.34,0.0,-0.38,0.0,-0.4,0.0
2022-11-21 00:00:00+00:00,-0.38,43836901.0,0.08,118565432.0,-0.24,182148298.0,-0.15,323602835.0,0.16,1.0,0.22,1.0,0.25,1.0
2022-11-22 00:00:00+00:00,1.34,49727669.0,0.96,93564570.0,1.42,168293101.0,0.34,289999867.0,0.59,1.0,0.64,1.0,0.31,1.0
2022-11-23 00:00:00+00:00,0.63,58865393.0,1.98,108593062.0,1.6,152429963.0,1.74,290741360.0,0.17,1.0,0.11,1.0,0.17,1.0
2022-11-25 00:00:00+00:00,0.03,19413640.0,0.66,78279033.0,2.01,128006702.0,2.09,246572134.0,-0.07,0.0,-0.27,0.0,-0.27,0.0
2022-11-28 00:00:00+00:00,-1.64,52122631.0,-1.61,71536271.0,-0.99,130401664.0,-0.04,223966234.0,0.24,1.0,-0.58,0.0,-0.45,0.0
2022-11-29 00:00:00+00:00,-0.17,49484509.0,-1.8,101607140.0,-1.77,121020780.0,0.17,229613842.0,-0.33,0.0,-0.09,0.0,-0.4,0.0
2022-11-30 00:00:00+00:00,3.09,112513782.0,2.92,161998291.0,1.23,214120922.0,1.9,292399955.0,-0.76,0.0,-0.48,0.0,-0.34,0.0
2022-12-01 00:00:00+00:00,-0.02,68683240.0,3.07,181197022.0,2.89,230681531.0,1.24,302217802.0,0.02,1.0,0.14,1.0,0.48,1.0
2022-12-02 00:00:00+00:00,-0.13,74093674.0,-0.15,142776914.0,2.94,255290696.0,1.08,356897836.0,-0.29,0.0,-0.36,0.0,-0.64,0.0
2022-12-05 00:00:00+00:00,-1.78,66818211.0,-1.91,140911885.0,-1.93,209595125.0,0.93,371593416.0,-0.88,0.0,-0.99,0.0,-1.21,0.0
2022-12-06 00:00:00+00:00,-1.44,71377815.0,-3.2,138196026.0,-3.32,212289700.0,-0.35,393486722.0,0.46,1.0,-0.07,0.0,-0.0,0.0
2022-12-07 00:00:00+00:00,-0.18,56783420.0,-1.62,128161235.0,-3.37,194979446.0,-3.52,337756360.0,0.47,1.0,0.18,1.0,0.11,1.0
2022-12-08 00:00:00+00:00,0.78,53671105.0,0.6,110454525.0,-0.85,181832340.0,-2.74,322744225.0,0.22,1.0,0.5,1.0,0.42,1.0
2022-12-09 00:00:00+00:00,-0.74,65223465.0,0.04,118894570.0,-0.15,175677990.0,-3.34,313874016.0,0.08,1.0,0.31,1.0,0.32,1.0
2022-12-12 00:00:00+00:00,1.43,61960244.0,0.68,127183709.0,1.47,180854814.0,-0.17,309016049.0,-1.16,0.0,-1.38,0.0,-2.43,0.0
2022-12-13 00:00:00+00:00,0.76,112621615.0,2.2,174581859.0,1.45,239805324.0,2.05,350259849.0,0.63,1.0,0.81,1.0,0.54,1.0
2022-12-14 00:00:00+00:00,-0.63,98340491.0,0.12,210962106.0,1.56,272922350.0,1.59,391816920.0,-0.95,0.0,-1.3,0.0,-1.3,0.0
2022-12-15 00:00:00+00:00,-2.44,99954976.0,-3.06,198295467.0,-2.32,310917082.0,-1.66,438100791.0,-0.66,0.0,-0.71,0.0,-0.79,0.0
2022-12-16 00:00:00+00:00,-1.63,103297305.0,-4.03,203252281.0,-4.64,301592772.0,-2.54,476174631.0,0.01,1.0,-0.49,0.0,-0.64,0.0
2022-12-19 00:00:00+00:00,-0.86,63944005.0,-2.48,167241310.0,-4.86,267196286.0,-4.75,478158392.0,0.59,1.0,-0.01,0.0,0.38,1.0
2022-12-20 00:00:00+00:00,0.14,63493960.0,-0.73,127437965.0,-2.34,230735270.0,-5.33,429030737.0,0.5,1.0,0.84,1.0,0.62,1.0
2022-12-21 00:00:00+00:00,1.5,63976806.0,1.64,127470766.0,0.76,191414771.0,-3.3,394667052.0,-0.93,0.0,-1.02,0.0,-1.65,0.0
2022-12-22 00:00:00+00:00,-1.42,85958555.0,0.06,149935361.0,0.2,213429321.0,-2.28,380670631.0,0.46,1.0,0.34,1.0,0.65,1.0
2022-12-23 00:00:00+00:00,0.56,51628692.0,-0.86,137587247.0,0.63,201564053.0,-0.1,329002018.0,-0.1,0.0,-0.11,0.0,-0.17,0.0
2022-12-27 00:00:00+00:00,-0.4,46150233.0,0.17,97778925.0,-1.26,183737480.0,0.37,311208246.0,-0.17,0.0,-0.57,0.0,-0.91,0.0
2022-12-28 00:00:00+00:00,-1.23,61643263.0,-1.62,107793496.0,-1.07,159422188.0,-1.01,309357549.0,0.7,1.0,0.85,1.0,1.1,1.0
2022-12-29 00:00:00+00:00,1.77,57261023.0,0.52,118904286.0,0.12,165054519.0,-0.74,302641766.0,0.04,1.0,-0.21,0.0,0.03,1.0
2022-12-30 00:00:00+00:00,-0.24,68830614.0,1.53,126091637.0,0.28,187734900.0,0.44,285513825.0,-0.89,0.0,-1.13,0.0,-1.41,0.0
2023-01-03 00:00:00+00:00,-0.42,67399557.0,-0.66,136230171.0,1.1,193491194.0,-0.54,301284690.0,-0.4,0.0,0.1,1.0,0.53,1.0
2023-01-04 00:00:00+00:00,0.76,73867050.0,0.34,141266607.0,0.1,210097221.0,0.62,329001507.0,-0.39,0.0,-0.63,0.0,-0.52,0.0
2023-01-05 00:00:00+00:00,-1.13,67640808.0,-0.38,141507858.0,-0.8,208907415.0,0.72,334999052.0,0.18,1.0,0.81,1.0,0.87,1.0
2023-01-06 00:00:00+00:00,2.28,90842238.0,1.12,158483046.0,1.89,232350096.0,1.22,368580267.0,0.27,1.0,0.81,1.0,0.65,1.0
2023-01-09 00:00:00+00:00,-0.04,65596128.0,2.24,156438366.0,1.08,224079174.0,1.42,365345781.0,0.26,1.0,0.2,1.0,0.21,1.0
2023-01-10 00:00:00+00:00,0.71,54617327.0,0.66,120213455.0,2.96,211055693.0,2.57,352563551.0,0.21,1.0,0.1,1.0,0.31,1.0
2023-01-11 00:00:00+00:00,1.25,61472295.0,1.97,116089622.0,1.93,181685750.0,3.07,340168796.0,-0.19,0.0,-0.24,0.0,0.29,1.0
2023-01-12 00:00:00+00:00,0.37,80922941.0,1.63,142395236.0,2.34,197012563.0,4.63,353450929.0,0.73,1.0,0.6,1.0,0.73,1.0
2023-01-13 00:00:00+00:00,0.38,56408748.0,0.75,137331689.0,2.01,198803984.0,2.69,319017439.0,0.25,1.0,-0.26,0.0,-0.28,0.0
2023-01-17 00:00:00+00:00,-0.18,53476913.0,0.2,109885661.0,0.57,190808602.0,2.55,306898224.0,0.01,1.0,-1.0,0.0,-1.41,0.0
2023-01-18 00:00:00+00:00,-1.57,83602692.0,-1.74,137079605.0,-1.37,193488353.0,0.24,335883589.0,-0.08,0.0,-0.4,0.0,-0.26,0.0
2023-01-19 00:00:00+00:00,-0.73,74528375.0,-2.28,158131067.0,-2.45,211607980.0,-1.72,348939669.0,0.22,1.0,0.58,1.0,0.5,1.0
2023-01-20 00:00:00+00:00,1.84,80379132.0,1.1,154907507.0,-0.48,238510199.0,-0.28,348395860.0,0.77,1.0,1.18,1.0,1.23,1.0
2023-01-23 00:00:00+00:00,1.2,74069426.0,3.06,154448558.0,2.31,228976933.0,0.53,366056538.0,0.11,1.0,0.45,1.0,0.36,1.0
2023-01-24 00:00:00+00:00,-0.11,52955855.0,1.09,127025281.0,2.95,207404413.0,0.6,365535480.0,-0.21,0.0,0.1,1.0,0.25,1.0
2023-01-25 00:00:00+00:00,0.05,72921962.0,-0.05,125877817.0,1.14,199947243.0,2.26,354854750.0,-0.11,0.0,-0.52,0.0,-0.21,0.0
2023-01-26 00:00:00+00:00,1.08,62484811.0,1.13,135406773.0,1.03,188362628.0,4.12,342811186.0,0.51,1.0,0.33,1.0,0.57,1.0
2023-01-27 00:00:00+00:00,0.24,60232291.0,1.33,122717102.0,1.38,195639064.0,2.49,322664345.0,0.27,1.0,0.11,1.0,0.02,1.0
2023-01-30 00:00:00+00:00,-1.24,62147719.0,-1.01,122380010.0,0.06,184864821.0,0.01,310742638.0,0.39,1.0,0.5,1.0,0.58,1.0
2023-01-31 00:00:00+00:00,1.45,66665726.0,0.19,128813445.0,0.43,189045736.0,1.57,324452509.0,0.07,1.0,-0.01,0.0,-0.25,0.0
2023-02-01 00:00:00+00:00,1.07,92601845.0,2.54,159267571.0,1.26,221415290.0,2.6,344132392.0,-0.08,0.0,0.37,1.0,0.35,1.0
2023-02-02 00:00:00+00:00,1.46,89299606.0,2.54,181901451.0,4.03,248567177.0,2.98,370947187.0,0.83,1.0,1.16,1.0,1.12,1.0
2023-02-03 00:00:00+00:00,-1.06,80463043.0,0.38,169762649.0,1.45,262364494.0,1.64,391177939.0,-0.39,0.0,0.17,1.0,-0.16,0.0
2023-02-06 00:00:00+00:00,-0.59,51933257.0,-1.65,132396300.0,-0.21,221695906.0,2.32,380963477.0,-0.06,0.0,0.23,1.0,0.24,1.0
2023-02-07 00:00:00+00:00,1.28,81107784.0,0.68,133041041.0,-0.39,213504084.0,2.15,395405535.0,0.06,1.0,-0.56,0.0,-0.35,0.0
2023-02-08 00:00:00+00:00,-1.09,68524833.0,0.18,149632617.0,-0.41,201565874.0,-0.03,371328523.0,-0.51,0.0,-0.7,0.0,-0.74,0.0
2023-02-09 00:00:00+00:00,-0.86,71869947.0,-1.94,140394780.0,-0.68,221502564.0,-2.32,353898864.0,0.42,1.0,0.25,1.0,0.0,1.0
2023-02-10 00:00:00+00:00,0.23,61823074.0,-0.64,133693021.0,-1.72,202217854.0,-1.05,335258895.0,0.54,1.0,0.72,1.0,0.85,1.0
2023-02-13 00:00:00+00:00,1.18,58548871.0,1.4,120371945.0,0.53,192241892.0,0.71,341874509.0,0.75,1.0,-0.1,0.0,0.05,1.0
2023-02-14 00:00:00+00:00,-0.04,79159171.0,1.13,137708042.0,1.36,199531116.0,-0.6,339925896.0,0.13,1.0,0.42,1.0,0.16,1.0
2023-02-15 00:00:00+00:00,0.32,54170884.0,0.28,133330055.0,1.46,191878926.0,0.81,325571947.0,0.43,1.0,0.63,1.0,0.76,1.0
2023-02-16 00:00:00+00:00,-1.37,69487895.0,-1.05,123658779.0,-1.09,202817950.0,0.29,323189895.0,-0.05,0.0,-0.4,0.0,-0.16,0.0
2023-02-17 00:00:00+00:00,-0.26,72892150.0,-1.63,142380045.0,-1.31,196550929.0,-0.19,334258971.0,-0.46,0.0,-0.71,0.0,-0.83,0.0
2023-02-21 00:00:00+00:00,-1.99,72025057.0,-2.25,144917207.0,-3.59,214405102.0,-3.32,347735157.0,-0.27,0.0,-0.13,0.0,0.09,1.0
2023-02-22 00:00:00+00:00,-0.14,72814121.0,-2.13,144839178.0,-2.39,217731328.0,-3.41,341390107.0,-0.13,0.0,-0.89,0.0,-1.18,0.0
2023-02-23 00:00:00+00:00,0.52,89650692.0,0.38,162464813.0,-1.62,234489870.0,-3.22,376869915.0,-0.29,0.0,-0.02,0.0,0.03,1.0
2023-02-24 00:00:00+00:00,-1.06,97207789.0,-0.55,186858481.0,-0.68,259672602.0,-2.92,404589809.0,0.2,1.0,-0.37,0.0,-0.43,0.0
2023-02-27 00:00:00+00:00,0.33,72744522.0,-0.73,169952311.0,-0.22,259603003.0,-2.34,404442181.0,-0.01,0.0,0.17,1.0,0.28,1.0
2023-02-28 00:00:00+00:00,-0.38,77752548.0,-0.05,150497070.0,-1.11,247704859.0,-0.74,410169672.0,-0.16,0.0,-0.22,0.0,0.13,1.0
2023-03-01 00:00:00+00:00,-0.36,91260260.0,-0.74,169012808.0,-0.41,241757330.0,-0.95,428615811.0,0.34,1.0,0.26,1.0,0.31,1.0
2023-03-02 00:00:00+00:00,0.76,77776046.0,0.4,169036306.0,0.02,246788854.0,-0.71,416741165.0,0.53,1.0,0.49,1.0,0.74,1.0
2023-03-03 00:00:00+00:00,1.59,79562630.0,2.37,157338676.0,2.0,248598936.0,1.95,399096006.0,0.39,1.0,0.36,1.0,0.43,1.0
2023-03-06 00:00:00+00:00,0.08,66493898.0,1.68,146056528.0,2.45,223832574.0,1.69,392845382.0,-0.68,0.0,-1.07,0.0,-0.84,0.0
2023-03-07 00:00:00+00:00,-1.53,98618358.0,-1.45,165112256.0,0.12,244674886.0,0.52,413711192.0,0.06,1.0,0.05,1.0,-0.1,0.0
2023-03-08 00:00:00+00:00,0.16,67915978.0,-1.37,166534336.0,-1.29,233028234.0,1.05,390366910.0,0.09,1.0,-0.12,0.0,-0.14,0.0
2023-03-09 00:00:00+00:00,-1.84,101106925.0,-1.67,169022903.0,-3.18,267641261.0,-1.56,413697789.0,-0.4,0.0,0.5,1.0,-0.37,0.0
2023-03-10 00:00:00+00:00,-1.45,166703545.0,-3.26,267810470.0,-3.1,335726448.0,-4.51,500838704.0,0.56,1.0,2.05,1.0,1.59,1.0
2023-03-13 00:00:00+00:00,-0.16,146916985.0,-1.6,313620530.0,-3.41,414727455.0,-4.73,581261791.0,0.44,1.0,0.66,1.0,0.32,1.0
2023-03-14 00:00:00+00:00,1.66,133540080.0,1.5,280457065.0,0.03,447160610.0,-1.65,616183513.0,-0.09,0.0,0.02,1.0,-0.33,0.0
2023-03-15 00:00:00+00:00,-0.6,153064110.0,1.05,286604190.0,0.89,433521175.0,-2.4,701331645.0,0.27,1.0,1.6,1.0,1.8,1.0
2023-03-16 00:00:00+00:00,1.72,126146667.0,1.11,279210777.0,2.78,412750857.0,1.13,726371387.0,-0.51,0.0,-0.93,0.0,-0.64,0.0
2023-03-17 00:00:00+00:00,-1.49,124082634.0,0.2,250229301.0,-0.41,403293411.0,1.09,683750476.0,0.3,1.0,0.73,1.0,0.16,1.0
2023-03-20 00:00:00+00:00,0.91,87448928.0,-0.6,211531562.0,1.11,337678229.0,2.17,624282419.0,-0.2,0.0,-0.09,0.0,-0.19,0.0
2023-03-21 00:00:00+00:00,1.32,80618661.0,2.25,168067589.0,0.72,292150223.0,1.83,571361000.0,0.29,1.0,0.08,1.0,-0.08,0.0
2023-03-22 00:00:00+00:00,-1.69,99432316.0,-0.39,180050977.0,0.52,267499905.0,0.71,517729206.0,0.4,1.0,0.72,1.0,0.65,1.0
2023-03-23 00:00:00+00:00,0.26,107201026.0,-1.44,206633342.0,-0.13,287252003.0,-0.73,498783565.0,0.21,1.0,-0.2,0.0,0.19,1.0
2023-03-24 00:00:00+00:00,0.66,94444113.0,0.93,201645139.0,-0.78,301077455.0,1.45,469145044.0,-0.24,0.0,-0.38,0.0,-0.33,0.0
2023-03-27 00:00:00+00:00,0.18,65586845.0,0.84,160030958.0,1.1,267231984.0,0.71,447282961.0,0.03,1.0,-0.01,0.0,-0.09,0.0
2023-03-28 00:00:00+00:00,-0.2,55165263.0,-0.03,120752108.0,0.63,215196221.0,-0.81,421829563.0,-0.11,0.0,-0.15,0.0,-0.01,0.0
2023-03-29 00:00:00+00:00,1.44,69378247.0,1.24,124543510.0,1.42,190130355.0,2.35,391775494.0,-0.07,0.0,-0.15,0.0,-0.32,0.0
2023-03-30 00:00:00+00:00,0.58,62925496.0,2.03,132303743.0,1.83,187469006.0,2.68,347499964.0,0.25,1.0,0.51,1.0,0.72,1.0
2023-03-31 00:00:00+00:00,1.41,93697967.0,2.0,156623463.0,3.47,226001710.0,3.44,346753818.0,0.57,1.0,0.05,1.0,0.19,1.0
2023-04-03 00:00:00+00:00,0.38,59803396.0,1.79,153501363.0,2.39,216426859.0,3.65,340970369.0,-0.28,0.0,-0.67,0.0,-0.81,0.0
2023-04-04 00:00:00+00:00,-0.54,61335103.0,-0.16,121138499.0,1.24,214836466.0,3.3,347140209.0,-0.15,0.0,-0.33,0.0,-0.43,0.0
2023-04-05 00:00:00+00:00,-0.26,58662428.0,-0.8,119997531.0,-0.42,179800927.0,1.57,336424390.0,0.02,1.0,0.1,1.0,0.42,1.0
2023-04-06 00:00:00+00:00,0.38,55924915.0,0.12,114587343.0,-0.42,175922446.0,1.36,329423809.0,-0.03,0.0,0.19,1.0,0.07,1.0
2023-04-10 00:00:00+00:00,0.11,57579560.0,0.49,113504475.0,0.23,172166903.0,0.07,293305402.0,0.04,1.0,-0.01,0.0,0.11,1.0
2023-04-11 00:00:00+00:00,0.01,51123992.0,0.12,108703552.0,0.5,164628467.0,-0.3,284625998.0,-0.07,0.0,-0.55,0.0,-0.33,0.0
2023-04-12 00:00:00+00:00,-0.4,77766523.0,-0.39,128890515.0,-0.28,186470075.0,-0.16,301057418.0,0.38,1.0,0.39,1.0,0.54,1.0
2023-04-13 00:00:00+00:00,1.32,74434512.0,0.92,152201035.0,0.93,203325027.0,1.43,316829502.0,-0.11,0.0,-0.3,0.0,-0.4,0.0
2023-04-14 00:00:00+00:00,-0.23,70218461.0,1.09,144652973.0,0.69,222419496.0,0.81,331123048.0,0.09,1.0,-0.05,0.0,-0.16,0.0
2023-04-17 00:00:00+00:00,0.34,61548696.0,0.12,131767157.0,1.44,206201669.0,1.04,335092184.0,-0.41,0.0,-0.42,0.0,-0.25,0.0
2023-04-18 00:00:00+00:00,0.07,57881045.0,0.41,119429741.0,0.18,189648202.0,1.1,341849237.0,0.18,1.0,0.26,1.0,0.41,1.0
2023-04-19 00:00:00+00:00,0.0,50179706.0,0.07,108060751.0,0.41,169609447.0,1.51,314262420.0,0.2,1.0,0.2,1.0,0.3,1.0
2023-04-20 00:00:00+00:00,-0.56,67504056.0,-0.56,117683762.0,-0.5,175564807.0,-0.38,307331964.0,-0.03,0.0,-0.22,0.0,-0.18,0.0
2023-04-21 00:00:00+00:00,0.07,65136757.0,-0.49,132640813.0,-0.49,182820519.0,-0.08,302250260.0,0.23,1.0,-0.18,0.0,-0.15,0.0
2023-04-24 00:00:00+00:00,0.11,57673647.0,0.18,122810404.0,-0.38,190314460.0,-0.32,298375211.0,-0.22,0.0,-0.24,0.0,-0.41,0.0
2023-04-25 00:00:00+00:00,-1.58,79898127.0,-1.47,137571774.0,-1.4,202708531.0,-1.95,320392293.0,-0.33,0.0,0.11,1.0,0.1,1.0
2023-04-26 00:00:00+00:00,-0.43,70374348.0,-2.0,150272475.0,-1.89,207946122.0,-2.38,340586935.0,0.29,1.0,0.44,1.0,0.62,1.0
2023-04-27 00:00:00+00:00,1.99,78788675.0,1.55,149163023.0,-0.05,229061150.0,0.13,351871554.0,0.68,1.0,0.45,1.0,0.74,1.0
2023-04-28 00:00:00+00:00,0.85,76350064.0,2.86,155138739.0,2.42,225513087.0,0.91,363084861.0,0.13,1.0,0.09,1.0,0.32,1.0
2023-05-01 00:00:00+00:00,-0.1,56397218.0,0.75,132747282.0,2.76,211535957.0,0.7,361808432.0,-0.92,0.0,-1.45,0.0,-1.24,0.0
2023-05-02 00:00:00+00:00,-1.12,97512547.0,-1.22,153909765.0,-0.38,230259829.0,1.17,379422852.0,0.02,1.0,-0.18,0.0,0.09,1.0
2023-05-03 00:00:00+00:00,-0.7,81128943.0,-1.82,178641490.0,-1.91,235038708.0,0.89,390177447.0,-0.72,0.0,-0.42,0.0,-0.37,0.0
2023-05-04 00:00:00+00:00,-0.69,83974395.0,-1.38,165103338.0,-2.49,262615885.0,-1.76,395363167.0,0.46,1.0,0.58,1.0,0.46,1.0
2023-05-05 00:00:00+00:00,1.83,73504083.0,1.13,157478478.0,0.42,238607421.0,-0.81,392517186.0,-0.27,0.0,-0.21,0.0,-0.15,0.0
2023-05-08 00:00:00+00:00,0.05,46474938.0,1.88,119979021.0,1.18,203953416.0,-0.66,382594906.0,0.07,1.0,0.07,1.0,-0.03,0.0
2023-05-09 00:00:00+00:00,-0.44,43481630.0,-0.4,89956568.0,1.43,163460651.0,0.02,328563989.0,-0.43,0.0,-0.47,0.0,-0.6,0.0
2023-05-10 00:00:00+00:00,0.45,86543031.0,0.0,130024661.0,0.05,176499599.0,1.18,333978077.0,-0.21,0.0,-0.07,0.0,0.02,1.0
2023-05-11 00:00:00+00:00,-0.15,61188494.0,0.3,147731525.0,-0.15,191213155.0,1.73,311192176.0,-0.35,0.0,-0.62,0.0,-0.81,0.0
2023-05-12 00:00:00+00:00,-0.14,59154450.0,-0.29,120342944.0,0.16,206885975.0,-0.24,296842543.0,-0.29,0.0,-0.06,0.0,-0.07,0.0
2023-05-15 00:00:00+00:00,0.34,48195270.0,0.2,107349720.0,0.05,168538214.0,0.05,298562875.0,-0.01,0.0,0.01,1.0,0.0,1.0
2023-05-16 00:00:00+00:00,-0.67,50780311.0,-0.33,98975581.0,-0.47,158130031.0,-0.17,305861556.0,-0.13,0.0,-0.04,0.0,0.14,1.0
2023-05-17 00:00:00+00:00,1.21,79942506.0,0.54,130722817.0,0.88,178918087.0,0.58,299261031.0,0.47,1.0,0.57,1.0,0.3,1.0
2023-05-18 00:00:00+00:00,0.97,85279110.0,2.19,165221616.0,1.51,216001927.0,1.71,323351647.0,0.11,1.0,-0.38,0.0,-0.45,0.0
2023-05-19 00:00:00+00:00,-0.15,89897760.0,0.82,175176870.0,2.04,255119376.0,1.7,354094957.0,0.12,1.0,0.16,1.0,0.06,1.0
2023-05-22 00:00:00+00:00,0.04,55149340.0,-0.11,145047100.0,0.85,230326210.0,1.4,361049027.0,0.16,1.0,0.19,1.0,0.04,1.0
2023-05-23 00:00:00+00:00,-1.12,74193525.0,-1.08,129342865.0,-1.23,219240625.0,0.94,384462241.0,-0.43,0.0,-0.29,0.0,-0.58,0.0
2023-05-24 00:00:00+00:00,-0.73,75325474.0,-1.84,149518999.0,-1.8,204668339.0,-1.0,379845209.0,-0.39,0.0,-0.27,0.0,-0.14,0.0
2023-05-25 00:00:00+00:00,0.86,81014145.0,0.13,156339619.0,-0.99,230533144.0,-1.1,375580244.0,0.93,1.0,0.78,1.0,1.08,1.0
2023-05-26 00:00:00+00:00,1.3,76039395.0,2.17,157053540.0,1.43,232379014.0,0.33,361721879.0,-0.32,0.0,-0.38,0.0,-0.46,0.0
2023-05-30 00:00:00+00:00,0.04,65378309.0,1.34,141417704.0,2.21,222431849.0,0.33,371950848.0,-0.37,0.0,-0.52,0.0,-0.4,0.0
2023-05-31 00:00:00+00:00,-0.55,87115600.0,-0.52,152493909.0,0.77,228533304.0,0.9,384872923.0,-0.02,0.0,0.5,1.0,0.87,1.0
2023-06-01 00:00:00+00:00,0.95,79616742.0,0.39,166732342.0,0.43,232110651.0,2.61,389164191.0,0.24,1.0,0.72,1.0,0.69,1.0
2023-06-02 00:00:00+00:00,1.45,81634148.0,2.41,161250890.0,1.85,248366490.0,3.21,389784194.0,-0.11,0.0,0.13,1.0,0.21,1.0
2023-06-05 00:00:00+00:00,-0.2,61239940.0,1.25,142874088.0,2.21,222490830.0,1.69,374984739.0,0.18,1.0,0.19,1.0,0.22,1.0
2023-06-06 00:00:00+00:00,0.22,56611803.0,0.03,117851743.0,1.48,199485891.0,1.88,366218233.0,-0.01,0.0,-0.16,0.0,-0.37,0.0
2023-06-07 00:00:00+00:00,-0.34,74488557.0,-0.11,131100360.0,-0.31,192340300.0,2.1,353591190.0,0.18,1.0,0.38,1.0,0.58,1.0
2023-06-08 00:00:00+00:00,0.6,53996594.0,0.25,128485151.0,0.48,185096954.0,1.74,327971042.0,0.43,1.0,-0.02,0.0,-0.18,0.0
2023-06-09 00:00:00+00:00,0.18,71579946.0,0.77,125576540.0,0.43,200065097.0,0.46,317916840.0,-0.0,0.0,-0.02,0.0,0.1,1.0
2023-06-12 00:00:00+00:00,0.91,66633711.0,1.09,138213657.0,1.69,192210251.0,1.57,323310611.0,0.08,1.0,0.32,1.0,0.3,1.0
2023-06-13 00:00:00+00:00,0.66,84961760.0,1.57,151595471.0,1.75,223175417.0,2.01,351660568.0,0.16,1.0,0.38,1.0,0.26,1.0
2023-06-14 00:00:00+00:00,0.12,88178880.0,0.78,173140640.0,1.7,239774351.0,2.48,365350891.0,0.72,1.0,1.01,1.0,1.05,1.0
2023-06-15 00:00:00+00:00,1.24,96142407.0,1.36,184321287.0,2.03,269283047.0,3.14,407496704.0,-0.14,0.0,-0.5,0.0,-0.29,0.0
2023-06-16 00:00:00+00:00,-0.71,95792309.0,0.51,191934716.0,0.64,280113596.0,2.22,431709067.0,-0.46,0.0,-0.32,0.0,-0.02,0.0
